nominated_pair,gate,tumor_q10,tumor_median,benign_prostate_median,malignant_vs_benign,worst_healthy_xprostate,worst_xp_celltype,single_a_worst_xp,single_b_worst_xp,psma_psca_tumor_median,psma_psca_worst_xp,coverage_fold_vs_psma_psca,on_surface_frontier
FOLH1 + STEAP1,AND,0.4507606059312821,0.6770834,0.091783985,0.5852994,0.2820513,adipocyte,0.86669135,0.7542857,0.104474224,0.13257575,6.4808655578049565,False
