activator,blocker,gate,n_patients,tumor_q10,tumor_median,tumor_mean,benign_prostate_median,benign_prostate_worst,worst_healthy_all,worst_healthy_all_tissue,worst_healthy_all_celltype,worst_healthy_xprostate,worst_xp_tissue,worst_xp_celltype,malignant_vs_benign,selectivity_xprostate
STEAP4,ERBB2,NOT,18,0.1611313432455063,0.3529051,0.37367976,0.10626959,0.60444444,0.9583333,small intestine,pericyte,0.9583333,small intestine,pericyte,0.2466355,-0.6054282
MUC1,ERBB2,NOT,18,0.005555555224418642,0.039750792,0.060093947,0.07367435,0.23184358,0.6452217,stomach,epithelial cell,0.6452217,stomach,epithelial cell,-0.03392356,-0.6054709
NECTIN4,CD276,NOT,18,0.087423013150692,0.1460834,0.18313408,0.13311374,0.30254042,0.75241417,tongue,stratified squamous epithelial cell,0.75241417,tongue,stratified squamous epithelial cell,0.012969658,-0.60633075
ERBB2,SLC45A3,NOT,18,0.008202341198921204,0.031734124,0.04284674,0.26483762,0.48498845,0.6403846,lung,respiratory goblet cell,0.6403846,lung,respiratory goblet cell,-0.2331035,-0.6086505
SLC45A3,KLK2,NOT,18,0.0,0.0,0.0039136973,0.016444407,0.068965524,0.6097561,blood,basophil,0.6097561,blood,basophil,-0.016444407,-0.6097561
SLC45A3,KLK3,NOT,18,0.0,0.0,0.004619085,0.019355077,0.068965524,0.6097561,blood,basophil,0.6097561,blood,basophil,-0.019355077,-0.6097561
MSLN,ERBB2,NOT,18,0.0,0.0,0.003235052,0.013057284,0.10419561,0.6182573,ovary,ovarian surface epithelial cell,0.6182573,ovary,ovarian surface epithelial cell,-0.013057284,-0.6182573
ADAM9,CD46,NOT,18,0.0,0.011185497,0.021006547,0.043400496,0.07555556,0.6447368,skin of body,Langerhans cell,0.6447368,skin of body,Langerhans cell,-0.032215,-0.63355136
HPN,TMPRSS2,NOT,18,0.0,0.014058471,0.020849368,0.03330283,0.13011153,0.64823306,liver,hepatocyte,0.64823306,liver,hepatocyte,-0.019244358,-0.6341746
PSCA,NECTIN4,NOT,18,0.04576923064887524,0.12362759,0.16330604,0.10423961,0.23636365,0.76389754,stomach,epithelial cell,0.76389754,stomach,epithelial cell,0.019387975,-0.64026994
PSCA,TACSTD2,NOT,18,0.0,0.006272614,0.0152938645,0.017979799,0.056105614,0.64772016,stomach,epithelial cell,0.64772016,stomach,epithelial cell,-0.011707185,-0.64144754
HPN,FOLH1,NOT,18,0.01248975992202759,0.123191506,0.17170486,0.076126635,0.16356878,0.76490426,liver,hepatocyte,0.76490426,liver,hepatocyte,0.04706487,-0.6417128
FOLR1,NECTIN4,NOT,18,0.0,0.0,0.0027265279,0.023138717,0.13793103,0.64912885,lung,pulmonary alveolar type 2 cell,0.64912885,lung,pulmonary alveolar type 2 cell,-0.023138717,-0.64912885
TMPRSS2,HPN,NOT,18,0.08904759287834169,0.2626263,0.27660978,0.33722466,0.53348726,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,-0.07459837,-0.6506685
CDH1,EPCAM,NOT,18,0.0,0.027972013,0.039200414,0.09771885,0.17059892,0.6830666,eye,corneal epithelial cell,0.6830666,eye,corneal epithelial cell,-0.06974684,-0.6550946
ADAM9,ERBB2,NOT,18,0.16126608848571777,0.26612112,0.29482475,0.13399029,0.35555556,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,0.13213083,-0.6624503
ERBB2,KLK2,NOT,18,0.0,0.0011574179,0.006838264,0.14889117,0.33718246,0.6673077,lung,respiratory goblet cell,0.6673077,lung,respiratory goblet cell,-0.14773375,-0.6661503
ERBB2,KLK3,NOT,18,0.0,0.0,0.006667283,0.16679877,0.37413394,0.6682692,lung,respiratory goblet cell,0.6682692,lung,respiratory goblet cell,-0.16679877,-0.6682692
STEAP1,SLC45A3,NOT,18,0.010101020336151123,0.04257247,0.060933452,0.24146563,0.37546468,0.7142857,endocrine gland,mesothelial cell,0.7142857,endocrine gland,mesothelial cell,-0.19889316,-0.67171323
STEAP1,TACSTD2,NOT,18,0.017438369989395144,0.057189554,0.061569016,0.05638635,0.25333333,0.73142856,endocrine gland,mesothelial cell,0.73142856,endocrine gland,mesothelial cell,0.0008032024,-0.67423904
MME,CDH16,NOT,18,0.0270750742405653,0.28612,0.3117897,0.25743532,0.6,0.9621738,small intestine,enterocyte of epithelium proper of ileum,0.9621738,small intestine,enterocyte of epithelium proper of ileum,0.028684676,-0.6760538
MME,CEACAM5,NOT,18,0.0270750742405653,0.28494352,0.31031328,0.25665408,0.5909091,0.9674694,small intestine,enterocyte of epithelium proper of duodenum,0.9674694,small intestine,enterocyte of epithelium proper of duodenum,0.028289437,-0.6825259
TMPRSS2,FOLH1,NOT,18,0.05165501236915589,0.22622877,0.24503286,0.2959234,0.4803695,0.90909094,colon,paneth cell of colon,0.90909094,colon,paneth cell of colon,-0.06969464,-0.68286216
NECTIN4,MME,NOT,18,0.08052248805761338,0.15214527,0.18019016,0.10752213,0.27438018,0.8354431,eye,corneal epithelial cell,0.8354431,eye,corneal epithelial cell,0.044623137,-0.6832978
PSCA,CD276,NOT,18,0.043492916598916055,0.09382808,0.14235452,0.15362561,0.37685952,0.777639,stomach,epithelial cell,0.777639,stomach,epithelial cell,-0.059797525,-0.6838109
MME,CD70,NOT,18,0.0270750742405653,0.28612,0.31039557,0.25665408,0.6,0.97143734,small intestine,enterocyte of epithelium proper of ileum,0.97143734,small intestine,enterocyte of epithelium proper of ileum,0.029465914,-0.68531734
MME,MSLN,NOT,18,0.0270750742405653,0.28494352,0.3105058,0.23480698,0.5090909,0.97035664,small intestine,enterocyte of epithelium proper of ileum,0.97035664,small intestine,enterocyte of epithelium proper of ileum,0.050136536,-0.6854131
MME,ERBB2,NOT,18,0.018252563942223788,0.12262134,0.11567835,0.12534809,0.31818184,0.812142,heart,neutrophil,0.812142,heart,neutrophil,-0.0027267486,-0.68952066
FOLH1,HPN,NOT,18,0.08030304312705994,0.17552447,0.20721008,0.08356215,0.3511111,0.86550575,small intestine,enterocyte of epithelium proper of duodenum,0.86550575,small intestine,enterocyte of epithelium proper of duodenum,0.09196232,-0.6899813
TMPRSS2,STEAP4,NOT,18,0.06621726751327515,0.21605763,0.19154745,0.21200788,0.30088493,0.90909094,colon,paneth cell of colon,0.90909094,colon,paneth cell of colon,0.004049748,-0.69303334
STEAP2,EPCAM,NOT,18,0.01290113925933838,0.032705277,0.07141725,0.102410235,0.29333335,0.72680414,pancreas,fibroblast,0.72680414,pancreas,fibroblast,-0.06970496,-0.69409883
MME,DLL3,NOT,18,0.025915280357003218,0.28612,0.30481836,0.25551963,0.5909091,0.98178166,small intestine,enterocyte of epithelium proper of ileum,0.98178166,small intestine,enterocyte of epithelium proper of ileum,0.030600369,-0.69566166
MME,SLC34A1,NOT,18,0.0270750742405653,0.28612,0.31189594,0.25743532,0.6,0.9820905,small intestine,enterocyte of epithelium proper of ileum,0.9820905,small intestine,enterocyte of epithelium proper of ileum,0.028684676,-0.6959705
MME,FOLR1,NOT,18,0.0270750742405653,0.28612,0.3106562,0.23835783,0.54545456,0.9828624,small intestine,enterocyte of epithelium proper of ileum,0.9828624,small intestine,enterocyte of epithelium proper of ileum,0.04776217,-0.6967424
CD46,HPN,NOT,18,0.08850635886192322,0.2563636,0.27890345,0.5712236,0.7203065,0.95312214,bladder organ,bladder urothelial cell,0.95312214,bladder organ,bladder urothelial cell,-0.31486002,-0.6967585
MME,GRPR,NOT,18,0.02668847627937794,0.28376707,0.30454594,0.25743532,0.6,0.98193604,small intestine,enterocyte of epithelium proper of ileum,0.98193604,small intestine,enterocyte of epithelium proper of ileum,0.026331753,-0.698169
NECTIN4,TMEFF2,NOT,18,0.034722220897674565,0.14221455,0.17131662,0.16937025,0.37413394,0.8426081,eye,corneal epithelial cell,0.8426081,eye,corneal epithelial cell,-0.027155697,-0.70039356
FOLH1,STEAP2,NOT,18,0.0,0.011217982,0.015094843,0.016743973,0.06896551,0.71226376,small intestine,enterocyte of epithelium proper of duodenum,0.71226376,small intestine,enterocyte of epithelium proper of duodenum,-0.0055259913,-0.70104575
STEAP2,TMPRSS2,NOT,18,0.005555576086044313,0.02964428,0.043582603,0.14441973,0.24000001,0.7371134,pancreas,fibroblast,0.7371134,pancreas,fibroblast,-0.11477545,-0.7074691
STEAP2,SLC45A3,NOT,18,0.020202040672302246,0.06828317,0.080156,0.26129866,0.38337183,0.7835052,pancreas,fibroblast,0.7835052,pancreas,fibroblast,-0.19301549,-0.715222
CD46,FOLH1,NOT,18,0.056270396709442144,0.22943723,0.24594858,0.5318893,0.70498085,0.9475423,bladder organ,bladder urothelial cell,0.9475423,bladder organ,bladder urothelial cell,-0.3024521,-0.7181051
FOLR1,STEAP4,NOT,18,0.0,0.0,0.0011111111,0.025398782,0.13793103,0.7182285,lung,pulmonary alveolar type 1 cell,0.7182285,lung,pulmonary alveolar type 1 cell,-0.025398782,-0.7182285
MUC1,TACSTD2,NOT,18,0.0,0.002246894,0.008254168,0.020046366,0.05299145,0.7226733,stomach,epithelial cell,0.7226733,stomach,epithelial cell,-0.017799472,-0.7204264
MUC1,TMPRSS2,NOT,18,0.0,0.0011574076,0.0075898627,0.06414987,0.22905028,0.7234042,ovary,glandular epithelial cell,0.7234042,ovary,glandular epithelial cell,-0.06299246,-0.7222468
STEAP1,EPCAM,NOT,18,0.004015320539474489,0.02580753,0.046648566,0.082157984,0.20444444,0.7485714,endocrine gland,mesothelial cell,0.7485714,endocrine gland,mesothelial cell,-0.056350455,-0.7227639
MSLN,MUC1,NOT,18,0.0,0.0,0.003712477,0.007849436,0.09141428,0.7261411,ovary,ovarian surface epithelial cell,0.7261411,ovary,ovarian surface epithelial cell,-0.007849436,-0.7261411
MSLN,STEAP1,NOT,18,0.0,0.0,0.00036342643,0.017984297,0.13394919,0.7265726,lung,pulmonary alveolar type 1 cell,0.7265726,lung,pulmonary alveolar type 1 cell,-0.017984297,-0.7265726
STEAP1,TMPRSS2,NOT,18,0.0,0.026257455,0.029545907,0.13508603,0.2750929,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,-0.108828574,-0.72802824
MSLN,STEAP2,NOT,18,0.0,0.0,0.0003879206,0.013047473,0.12471132,0.7291399,lung,pulmonary alveolar type 1 cell,0.7291399,lung,pulmonary alveolar type 1 cell,-0.013047473,-0.7291399
ADAM9,HPN,NOT,18,0.06575090289115906,0.16161619,0.17663427,0.2513664,0.39846742,0.8947368,skin of body,Langerhans cell,0.8947368,skin of body,Langerhans cell,-0.089750215,-0.7331206
MME,MUC1,NOT,18,0.024444886390119793,0.22705781,0.2653433,0.19031668,0.5,0.96201944,small intestine,enterocyte of epithelium proper of ileum,0.96201944,small intestine,enterocyte of epithelium proper of ileum,0.036741138,-0.7349616
FOLH1,STEAP4,NOT,18,0.06430408954620362,0.118786365,0.13481319,0.032820854,0.15111113,0.8606891,small intestine,enterocyte of epithelium proper of duodenum,0.8606891,small intestine,enterocyte of epithelium proper of duodenum,0.085965514,-0.7419027
PSCA,DLL3,NOT,18,0.07031339071691037,0.15334326,0.24685028,0.20823754,0.45123968,0.89805806,bladder organ,bladder urothelial cell,0.89805806,bladder organ,bladder urothelial cell,-0.054894283,-0.7447148
CD46,STEAP4,NOT,18,0.05351505875587464,0.21475628,0.1935483,0.42311552,0.51341,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,-0.20835924,-0.74524367
TACSTD2,HPN,NOT,18,0.08522335886955262,0.24747476,0.2594169,0.65607715,0.8013857,0.99355143,eye,corneal epithelial cell,0.99355143,eye,corneal epithelial cell,-0.4086024,-0.7460767
PSCA,STEAP2,NOT,18,0.0,0.0,0.005122656,0.057432167,0.22644629,0.7482823,stomach,epithelial cell,0.7482823,stomach,epithelial cell,-0.057432167,-0.7482823
EPCAM,HPN,NOT,18,0.07289376854896545,0.25131312,0.26227948,0.49160045,0.6636363,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,-0.24028733,-0.7486869
CDH1,HPN,NOT,18,0.05260072946548462,0.21717171,0.21784669,0.36209226,0.54597706,0.966802,eye,corneal epithelial cell,0.966802,eye,corneal epithelial cell,-0.14492054,-0.7496303
MME,EPCAM,NOT,18,0.0,0.003514615,0.014242517,0.073478356,0.21505377,0.7538897,vasculature,neutrophil,0.7538897,vasculature,neutrophil,-0.06996374,-0.7503751
STEAP1,KLK2,NOT,18,0.0,0.0016025603,0.007837706,0.15175223,0.24163565,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,-0.15014967,-0.75268316
PSCA,CD70,NOT,18,0.07281448058784008,0.16233766,0.25541818,0.20870776,0.45123968,0.9161558,bladder organ,bladder urothelial cell,0.9161558,bladder organ,bladder urothelial cell,-0.046370104,-0.75381815
STEAP1,KLK3,NOT,18,0.0,0.0,0.005720443,0.1550916,0.26097,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,-0.1550916,-0.7542857
PSCA,CEACAM5,NOT,18,0.0711674239486456,0.16233766,0.25458628,0.19655563,0.40991735,0.91674316,bladder organ,bladder urothelial cell,0.91674316,bladder organ,bladder urothelial cell,-0.03421797,-0.7544055
PSCA,MSLN,NOT,18,0.07281448058784008,0.16233766,0.255235,0.16574173,0.28429753,0.9173305,bladder organ,bladder urothelial cell,0.9173305,bladder organ,bladder urothelial cell,-0.003404066,-0.75499284
TACSTD2,FOLH1,NOT,18,0.04192569255828858,0.22714835,0.23453924,0.6547872,0.78077245,0.98347104,exocrine gland,progenitor cell of mammary luminal epithelium,0.98347104,exocrine gland,progenitor cell of mammary luminal epithelium,-0.42763883,-0.7563227
PSCA,SLC34A1,NOT,18,0.07281448058784008,0.16233766,0.25606272,0.20870776,0.45289257,0.91876215,bladder organ,bladder urothelial cell,0.91876215,bladder organ,bladder urothelial cell,-0.046370104,-0.7564245
PSCA,FOLR1,NOT,18,0.07281448058784008,0.16233766,0.25505784,0.17309833,0.4016529,0.9189824,bladder organ,bladder urothelial cell,0.9189824,bladder organ,bladder urothelial cell,-0.010760665,-0.7566447
CDH1,FOLH1,NOT,18,0.042863637208938606,0.19809899,0.19848333,0.35509872,0.5076629,0.9550991,eye,corneal epithelial cell,0.9550991,eye,corneal epithelial cell,-0.15699974,-0.7570001
PSCA,GRPR,NOT,18,0.06688033901154995,0.16233766,0.2489421,0.20870776,0.45289257,0.9202305,bladder organ,bladder urothelial cell,0.9202305,bladder organ,bladder urothelial cell,-0.046370104,-0.75789285
PSCA,CDH16,NOT,18,0.07281448058784008,0.16233766,0.25616896,0.20870776,0.45289257,0.9204141,bladder organ,bladder urothelial cell,0.9204141,bladder organ,bladder urothelial cell,-0.046370104,-0.7580764
HPN,STEAP4,NOT,18,0.04351903796195984,0.1320612,0.12564279,0.061456427,0.15985131,0.8911519,liver,hepatocyte,0.8911519,liver,hepatocyte,0.07060477,-0.7590907
PSCA,MME,NOT,18,0.04670945182442665,0.099049374,0.17828001,0.1172736,0.37685952,0.86071205,stomach,epithelial cell,0.86071205,stomach,epithelial cell,-0.018224224,-0.76166266
TACSTD2,EPCAM,NOT,18,0.01290113925933838,0.031024545,0.053901337,0.2312566,0.44101635,0.7938145,tongue,T cell,0.7938145,tongue,T cell,-0.20023206,-0.76278996
MME,CD276,NOT,18,0.021274600550532343,0.17705882,0.19551599,0.20947334,0.44545457,0.94055885,small intestine,enterocyte of epithelium proper of ileum,0.94055885,small intestine,enterocyte of epithelium proper of ileum,-0.032414526,-0.76350003
FOLR1,CD276,NOT,18,0.0,0.0,0.0023661677,0.035825893,0.1724138,0.7676016,lung,club cell,0.7676016,lung,club cell,-0.035825893,-0.7676016
TMPRSS2,STEAP1,NOT,18,0.02658730149269104,0.0974887,0.11056811,0.17399527,0.27203065,0.8679944,small intestine,enterocyte of epithelium proper of ileum,0.8679944,small intestine,enterocyte of epithelium proper of ileum,-0.07650657,-0.7705057
CD46,CDH1,NOT,18,0.08787879943847657,0.1483306,0.1848824,0.2789229,0.424581,0.92105263,heart,endothelial cell of artery,0.92105263,heart,endothelial cell of artery,-0.13059229,-0.772722
HPN,SLC45A3,NOT,18,0.010101020336151123,0.046245426,0.050444294,0.07066588,0.15241636,0.8192609,liver,hepatocyte,0.8192609,liver,hepatocyte,-0.024420455,-0.7730155
EPCAM,FOLH1,NOT,18,0.04518321156501771,0.22640955,0.24750736,0.46178198,0.61494255,1.0,colon,paneth cell of colon,1.0,colon,paneth cell of colon,-0.23537242,-0.77359045
MUC1,FOLR1,NOT,18,0.022439458500593902,0.114614554,0.15645716,0.17600653,0.45950413,0.8900687,stomach,epithelial cell,0.8900687,stomach,epithelial cell,-0.061391972,-0.77545416
NECTIN4,FOLH1,NOT,18,0.0027061909437179573,0.060674846,0.057332344,0.13391101,0.3394919,0.83974206,eye,corneal epithelial cell,0.83974206,eye,corneal epithelial cell,-0.07323617,-0.7790672
STEAP2,KLK2,NOT,18,0.0,0.006539732,0.009177049,0.13821077,0.23556584,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,-0.13167104,-0.7821201
TACSTD2,STEAP4,NOT,18,0.05506144165992737,0.17453772,0.18009478,0.510728,0.66685194,0.95796514,eye,corneal epithelial cell,0.95796514,eye,corneal epithelial cell,-0.33619028,-0.7834274
NECTIN4,STEAP4,NOT,18,0.011023904383182527,0.03174603,0.046522968,0.08858639,0.1778291,0.8165751,eye,corneal epithelial cell,0.8165751,eye,corneal epithelial cell,-0.05684036,-0.7848291
FOLH1,STEAP1,NOT,18,0.01527777910232544,0.060303032,0.06683779,0.020322127,0.1466667,0.8463875,small intestine,enterocyte of epithelium proper of duodenum,0.8463875,small intestine,enterocyte of epithelium proper of duodenum,0.039980903,-0.7860845
MME,CDH1,NOT,18,0.0022435909137129787,0.023088017,0.032659736,0.09584717,0.2153518,0.8098511,heart,neutrophil,0.8098511,heart,neutrophil,-0.07275915,-0.7867631
CEACAM5,MUC1,NOT,18,0.0,0.0,0.0012418301,0.0,0.0038899686,0.7871559,colon,"BEST4+ intestinal epithelial cell, human",0.7871559,colon,"BEST4+ intestinal epithelial cell, human",0.0,-0.7871559
STEAP2,KLK3,NOT,18,0.0,0.0011764467,0.009285288,0.15040562,0.30023095,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,-0.14922917,-0.78748333
MME,PSCA,NOT,18,0.024831484351307158,0.19057226,0.23400699,0.20435184,0.4727273,0.97823066,small intestine,enterocyte of epithelium proper of ileum,0.97823066,small intestine,enterocyte of epithelium proper of ileum,-0.013779581,-0.7876584
ADAM9,CDH1,NOT,18,0.04801865816116333,0.09350139,0.10531685,0.0957107,0.25333333,0.8815789,skin of body,Langerhans cell,0.8815789,skin of body,Langerhans cell,-0.0022093132,-0.78807753
PSCA,STEAP1,NOT,18,0.0,0.008808322,0.033954006,0.081968606,0.20991737,0.79700184,stomach,epithelial cell,0.79700184,stomach,epithelial cell,-0.07316028,-0.7881935
EPCAM,TMPRSS2,NOT,18,0.0,0.020689279,0.040521808,0.23582838,0.39033455,0.8137255,pancreas,type B pancreatic cell,0.8137255,pancreas,type B pancreatic cell,-0.2151391,-0.7930362
NECTIN4,HPN,NOT,18,0.014665335416793823,0.055252522,0.08016034,0.16043472,0.3625866,0.8502508,eye,corneal epithelial cell,0.8502508,eye,corneal epithelial cell,-0.1051822,-0.7949983
MUC1,CD276,NOT,18,0.008101851586252453,0.063714065,0.09872149,0.15477663,0.4231405,0.86008745,stomach,epithelial cell,0.86008745,stomach,epithelial cell,-0.09106257,-0.79637337
MUC1,NECTIN4,NOT,18,0.013150183018296959,0.08277592,0.09177809,0.10758722,0.35614526,0.88,lung,pulmonary ionocyte,0.88,lung,pulmonary ionocyte,-0.024811298,-0.79722404
FOLR1,HPN,NOT,18,0.0,0.0,0.0030078464,0.03993941,0.13394919,0.79793936,lung,club cell,0.79793936,lung,club cell,-0.03993941,-0.79793936
ADAM9,STEAP4,NOT,18,0.024907475709915163,0.10628018,0.10665235,0.16176783,0.27586207,0.90476185,pancreas,intermediate monocyte,0.90476185,pancreas,intermediate monocyte,-0.055487648,-0.7984817
STEAP4,CDH1,NOT,18,0.04747475385665894,0.12153906,0.1526871,0.07055089,0.4133333,0.9202268,heart,pericyte,0.9202268,heart,pericyte,0.050988168,-0.79868776
HPN,STEAP1,NOT,18,0.014198976755142211,0.03892365,0.054123938,0.043445855,0.07978723,0.8423253,liver,hepatocyte,0.8423253,liver,hepatocyte,-0.0045222044,-0.8034017
STEAP4,FOLH1,NOT,18,0.03611035346984864,0.15449393,0.18927301,0.17281863,0.33025402,0.9583333,small intestine,pericyte,0.9583333,small intestine,pericyte,-0.018324703,-0.8038394
PSCA,TMEFF2,NOT,18,0.03386752158403397,0.11122966,0.1877892,0.19123998,0.45289257,0.9150912,bladder organ,bladder urothelial cell,0.9150912,bladder organ,bladder urothelial cell,-0.080010325,-0.80386156
FOLR1,TMEFF2,NOT,18,0.0,0.0,0.0030078464,0.043354027,0.1724138,0.80783165,lung,pulmonary alveolar type 2 cell,0.80783165,lung,pulmonary alveolar type 2 cell,-0.043354027,-0.80783165
MSLN,TMEFF2,NOT,18,0.0,0.0,0.0020497846,0.032652337,0.2517321,0.80851066,ovary,glandular epithelial cell,0.80851066,ovary,glandular epithelial cell,-0.032652337,-0.80851066
ADAM9,FOLH1,NOT,18,0.027599072456359865,0.117971,0.1594404,0.24568966,0.37413394,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,-0.12771866,-0.8106004
NECTIN4,TMPRSS2,NOT,18,0.0,0.0,0.004674274,0.05933287,0.15935335,0.81251496,eye,corneal epithelial cell,0.81251496,eye,corneal epithelial cell,-0.05933287,-0.81251496
MUC1,CEACAM5,NOT,18,0.022439458500593902,0.113011986,0.15596955,0.20356104,0.46280992,0.92556494,lung,pulmonary alveolar type 2 cell,0.92556494,lung,pulmonary alveolar type 2 cell,-0.09054905,-0.8125529
CDH1,STEAP4,NOT,18,0.04042625427246094,0.1419045,0.14943776,0.25853047,0.35958904,0.95454544,colon,paneth cell of colon,0.95454544,colon,paneth cell of colon,-0.116625965,-0.8126409
FOLR1,CEACAM5,NOT,18,0.0,0.0,0.0023661677,0.04350713,0.1724138,0.8130067,lung,pulmonary alveolar type 2 cell,0.8130067,lung,pulmonary alveolar type 2 cell,-0.04350713,-0.8130067
FOLH1,SLC45A3,NOT,18,0.0013384297490119938,0.03871131,0.049235,0.028008204,0.28000003,0.85209334,small intestine,enterocyte of epithelium proper of duodenum,0.85209334,small intestine,enterocyte of epithelium proper of duodenum,0.0107031055,-0.813382
FOLH1,TACSTD2,NOT,18,0.008217944204807284,0.045315072,0.051711306,0.015251368,0.27555558,0.86009634,small intestine,enterocyte of epithelium proper of duodenum,0.86009634,small intestine,enterocyte of epithelium proper of duodenum,0.030063704,-0.81478125
MME,STEAP2,NOT,18,0.0,0.0,0.0044637993,0.09710744,0.27659577,0.81557846,heart,neutrophil,0.81557846,heart,neutrophil,-0.09710744,-0.81557846
MME,TMPRSS2,NOT,18,0.0,0.0,0.008895905,0.100736275,0.32446808,0.81557846,heart,neutrophil,0.81557846,heart,neutrophil,-0.100736275,-0.81557846
MME,NECTIN4,NOT,18,0.01957110920920968,0.15775897,0.18587983,0.1898481,0.42553192,0.9742164,small intestine,enterocyte of epithelium proper of ileum,0.9742164,small intestine,enterocyte of epithelium proper of ileum,-0.03208913,-0.81645745
TMPRSS2,SLC45A3,NOT,18,0.030303043127059937,0.063797295,0.07655698,0.27025864,0.4272517,0.8863637,colon,paneth cell of colon,0.8863637,colon,paneth cell of colon,-0.20646134,-0.8225664
TMPRSS2,TACSTD2,NOT,18,0.029004311561584475,0.063966155,0.07943329,0.0685979,0.25777778,0.8900726,small intestine,enterocyte of epithelium proper of ileum,0.8900726,small intestine,enterocyte of epithelium proper of ileum,-0.004631743,-0.8261064
MUC1,MSLN,NOT,18,0.02081908779218793,0.114614554,0.15762068,0.16634561,0.44134077,0.94316053,stomach,epithelial cell,0.94316053,stomach,epithelial cell,-0.051731057,-0.828546
STEAP4,HPN,NOT,18,0.0982856959104538,0.17022976,0.21560782,0.21422218,0.369515,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.043992415,-0.8297702
EPCAM,STEAP4,NOT,18,0.038210386037826546,0.1686672,0.19055331,0.34215122,0.527881,1.0,colon,paneth cell of colon,1.0,colon,paneth cell of colon,-0.17348403,-0.8313328
NECTIN4,SLC45A3,NOT,18,0.005434730648994447,0.018636003,0.027461782,0.1293143,0.3256351,0.85001194,eye,corneal epithelial cell,0.85001194,eye,corneal epithelial cell,-0.1106783,-0.83137596
MSLN,CD276,NOT,18,0.0,0.0,0.0033810153,0.025973491,0.2078522,0.8333333,heart,mesothelial cell,0.8333333,heart,mesothelial cell,-0.025973491,-0.8333333
NECTIN4,STEAP1,NOT,18,0.0060209095478057865,0.01586707,0.02035635,0.06982942,0.18706697,0.85192263,eye,corneal epithelial cell,0.85192263,eye,corneal epithelial cell,-0.05396235,-0.8360556
HPN,STEAP2,NOT,18,0.0,0.012628496,0.013310356,0.027612608,0.09665428,0.8497437,liver,hepatocyte,0.8497437,liver,hepatocyte,-0.014984112,-0.8371152
TMPRSS2,STEAP2,NOT,18,0.0119854211807251,0.026500523,0.028685145,0.14390466,0.2124711,0.8636364,colon,paneth cell of colon,0.8636364,colon,paneth cell of colon,-0.11740413,-0.83713585
MSLN,STEAP4,NOT,18,0.0,0.0,0.0011001714,0.016760722,0.14642957,0.8397436,heart,mesothelial cell,0.8397436,heart,mesothelial cell,-0.016760722,-0.8397436
CEACAM5,ERBB2,NOT,18,0.0,0.0,0.0004715505,0.0,0.013966481,0.8409091,colon,paneth cell of colon,0.8409091,colon,paneth cell of colon,0.0,-0.8409091
NECTIN4,STEAP2,NOT,18,0.0,0.0071733817,0.008398071,0.058137834,0.16628174,0.8504896,eye,corneal epithelial cell,0.8504896,eye,corneal epithelial cell,-0.050964452,-0.84331626
FOLR1,STEAP2,NOT,18,0.0,0.0,0.0011111111,0.020138104,0.06896552,0.8437985,lung,pulmonary alveolar type 2 cell,0.8437985,lung,pulmonary alveolar type 2 cell,-0.020138104,-0.8437985
PSCA,STEAP4,NOT,18,0.0013384401798248295,0.01644883,0.048042398,0.07004334,0.18727423,0.8627437,bladder organ,bladder urothelial cell,0.8627437,bladder organ,bladder urothelial cell,-0.05359451,-0.8462948
FOLR1,MME,NOT,18,0.0,0.0,0.002237567,0.027180184,0.10344828,0.8523374,lung,pulmonary alveolar type 2 cell,0.8523374,lung,pulmonary alveolar type 2 cell,-0.027180184,-0.8523374
NECTIN4,KLK2,NOT,18,0.0,0.0,0.0042889607,0.07621455,0.2147806,0.852878,eye,corneal epithelial cell,0.852878,eye,corneal epithelial cell,-0.07621455,-0.852878
NECTIN4,KLK3,NOT,18,0.0,0.0,0.004705343,0.07466377,0.2448037,0.85335565,eye,corneal epithelial cell,0.85335565,eye,corneal epithelial cell,-0.07466377,-0.85335565
ADAM9,STEAP1,NOT,18,0.014590489864349366,0.050893575,0.059342306,0.13251394,0.19731799,0.90476185,pancreas,intermediate monocyte,0.90476185,pancreas,intermediate monocyte,-0.081620365,-0.85386825
MUC1,TMEFF2,NOT,18,0.006020904704928398,0.100024976,0.12500012,0.20250219,0.5090909,0.95690197,stomach,epithelial cell,0.95690197,stomach,epithelial cell,-0.102477215,-0.85687697
MME,TMEFF2,NOT,18,0.010108824819326402,0.1153356,0.13753833,0.2431924,0.5090909,0.9746796,small intestine,enterocyte of epithelium proper of ileum,0.9746796,small intestine,enterocyte of epithelium proper of ileum,-0.1278568,-0.859344
