activator,blocker,gate,n_patients,tumor_q10,tumor_median,tumor_mean,benign_prostate_median,benign_prostate_worst,worst_healthy_all,worst_healthy_all_tissue,worst_healthy_all_celltype,worst_healthy_xprostate,worst_xp_tissue,worst_xp_celltype,malignant_vs_benign,selectivity_xprostate
MUC1,HPN,NOT,18,0.0027061857283115394,0.033903595,0.06567359,0.17711705,0.47438017,0.89326924,lung,respiratory goblet cell,0.89326924,lung,respiratory goblet cell,-0.14321345,-0.85936564
CEACAM5,TACSTD2,NOT,18,0.0,0.0,0.0,0.0,0.0019157088,0.8604651,colon,type L enteroendocrine cell,0.8604651,colon,type L enteroendocrine cell,0.0,-0.8604651
MUC1,CDH16,NOT,18,0.022439458500593902,0.114614554,0.15822318,0.20658982,0.5090909,0.9770571,lung,pulmonary alveolar type 2 cell,0.9770571,lung,pulmonary alveolar type 2 cell,-0.091975264,-0.86244255
MUC1,CD70,NOT,18,0.022439458500593902,0.114614554,0.15824766,0.20698571,0.5057851,0.9774021,lung,pulmonary alveolar type 2 cell,0.9774021,lung,pulmonary alveolar type 2 cell,-0.09237116,-0.86278754
CD46,SLC45A3,NOT,18,0.01890329122543335,0.07469341,0.08046621,0.48321754,0.66201115,0.9375,pancreas,pancreatic A cell,0.9375,pancreas,pancreatic A cell,-0.40852413,-0.86280656
ADAM9,EPCAM,NOT,18,0.0,0.018037528,0.033236686,0.060888506,0.13793103,0.88095236,pancreas,intermediate monocyte,0.88095236,pancreas,intermediate monocyte,-0.04285098,-0.8629148
CEACAM5,CD276,NOT,18,0.0,0.0,0.0008123822,0.0,0.048498843,0.8636364,colon,paneth cell of colon,0.8636364,colon,paneth cell of colon,0.0,-0.8636364
FOLR1,STEAP1,NOT,18,0.0,0.0,0.0,0.02246255,0.06896552,0.8649113,lung,club cell,0.8649113,lung,club cell,-0.02246255,-0.8649113
FOLH1,KLK2,NOT,18,0.0,0.0,0.0053589344,0.007190658,0.035398215,0.8661726,small intestine,enterocyte of epithelium proper of duodenum,0.8661726,small intestine,enterocyte of epithelium proper of duodenum,-0.007190658,-0.8661726
FOLH1,KLK3,NOT,18,0.0,0.0,0.003683216,0.0066730045,0.0619469,0.8665432,small intestine,enterocyte of epithelium proper of duodenum,0.8665432,small intestine,enterocyte of epithelium proper of duodenum,-0.0066730045,-0.8665432
CD46,STEAP1,NOT,18,0.02496693730354309,0.09345114,0.108047076,0.3265517,0.46360156,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,-0.23310056,-0.86654884
ADAM9,SLC45A3,NOT,18,0.004861092567443849,0.03579265,0.041137744,0.21474764,0.34180138,0.90476185,pancreas,intermediate monocyte,0.90476185,pancreas,intermediate monocyte,-0.17895499,-0.8689692
MUC1,DLL3,NOT,18,0.022439458500593902,0.114614554,0.15468436,0.20408574,0.507438,0.9843885,lung,pulmonary alveolar type 2 cell,0.9843885,lung,pulmonary alveolar type 2 cell,-0.08947118,-0.8697739
ADAM9,TACSTD2,NOT,18,0.01248975992202759,0.034888446,0.04018019,0.027334958,0.14666666,0.90476185,pancreas,intermediate monocyte,0.90476185,pancreas,intermediate monocyte,0.007553488,-0.8698734
MUC1,GRPR,NOT,18,0.02081908779218793,0.114614554,0.15687901,0.20698571,0.5090909,0.98550975,lung,pulmonary alveolar type 2 cell,0.98550975,lung,pulmonary alveolar type 2 cell,-0.09237116,-0.8708952
PSCA,HPN,NOT,18,0.005353739857673646,0.04075785,0.072355986,0.1777813,0.41818184,0.91398996,bladder organ,bladder urothelial cell,0.91398996,bladder organ,bladder urothelial cell,-0.13702345,-0.8732321
MUC1,MME,NOT,18,0.009451659955084324,0.093531474,0.111801304,0.14559916,0.43636364,0.9670519,lung,pulmonary alveolar type 2 cell,0.9670519,lung,pulmonary alveolar type 2 cell,-0.052067682,-0.87352043
CD46,TACSTD2,NOT,18,0.020720696449279787,0.063966185,0.07113588,0.096392065,0.22222221,0.9375,pancreas,pancreatic A cell,0.9375,pancreas,pancreatic A cell,-0.03242588,-0.87353384
MUC1,SLC34A1,NOT,18,0.022439458500593902,0.114614554,0.1583539,0.20698571,0.5090909,0.98852855,lung,pulmonary alveolar type 2 cell,0.98852855,lung,pulmonary alveolar type 2 cell,-0.09237116,-0.873914
PSCA,SLC45A3,NOT,18,0.0,0.013739884,0.023708869,0.11321892,0.37520662,0.88869715,bladder organ,bladder urothelial cell,0.88869715,bladder organ,bladder urothelial cell,-0.099479035,-0.87495726
PSCA,FOLH1,NOT,18,0.0009020619094371799,0.032994024,0.07794878,0.14855585,0.38512397,0.90841013,bladder organ,bladder urothelial cell,0.90841013,bladder organ,bladder urothelial cell,-0.11556182,-0.8754161
EPCAM,STEAP1,NOT,18,0.023238807916641235,0.08855799,0.10131,0.27146757,0.37356323,0.9705882,small intestine,transit amplifying cell of small intestine,0.9705882,small intestine,transit amplifying cell of small intestine,-0.18290958,-0.88203025
CEACAM5,STEAP1,NOT,18,0.0,0.0,0.0010530823,0.002670183,0.023094684,0.88372093,colon,type L enteroendocrine cell,0.88372093,colon,type L enteroendocrine cell,-0.002670183,-0.88372093
CEACAM5,MSLN,NOT,18,0.0,0.0,0.003626189,0.0009578544,0.019553073,0.88372093,colon,type L enteroendocrine cell,0.88372093,colon,type L enteroendocrine cell,-0.0009578544,-0.88372093
MSLN,CDH1,NOT,18,0.0,0.0,0.0013509643,0.007676301,0.083356485,0.88461536,heart,mesothelial cell,0.88461536,heart,mesothelial cell,-0.007676301,-0.88461536
MUC1,PSCA,NOT,18,0.01379953408613801,0.09032634,0.10769561,0.11752159,0.31005585,0.9780921,lung,pulmonary alveolar type 2 cell,0.9780921,lung,pulmonary alveolar type 2 cell,-0.027195252,-0.88776577
CDH1,TACSTD2,NOT,18,0.011111110448837284,0.04301575,0.04758023,0.051204354,0.10344827,0.9322217,small intestine,enterocyte of epithelium proper of ileum,0.9322217,small intestine,enterocyte of epithelium proper of ileum,-0.008188605,-0.88920593
MSLN,HPN,NOT,18,0.0,0.0,0.0015535213,0.031034483,0.24711317,0.89102566,heart,mesothelial cell,0.89102566,heart,mesothelial cell,-0.031034483,-0.89102566
FOLR1,PSCA,NOT,18,0.0,0.0,0.0023661677,0.025255103,0.13793103,0.89124215,lung,club cell,0.89124215,lung,club cell,-0.025255103,-0.89124215
STEAP4,EPCAM,NOT,18,0.0070707142353057875,0.026995778,0.051118717,0.0520252,0.24444443,0.92400753,heart,pericyte,0.92400753,heart,pericyte,-0.02502942,-0.89701176
CD46,EPCAM,NOT,18,0.009848499298095703,0.023129791,0.060957696,0.17902263,0.29329607,0.92105263,heart,endothelial cell of artery,0.92105263,heart,endothelial cell of artery,-0.15589283,-0.8979229
MME,HPN,NOT,18,0.00746535509824753,0.08191489,0.08790469,0.20727876,0.54545456,0.98054653,small intestine,enterocyte of epithelium proper of ileum,0.98054653,small intestine,enterocyte of epithelium proper of ileum,-0.12536387,-0.89863163
FOLR1,CD70,NOT,18,0.0,0.0,0.003477279,0.046113126,0.1724138,0.8998283,lung,club cell,0.8998283,lung,club cell,-0.046113126,-0.8998283
FOLR1,FOLH1,NOT,18,0.0,0.0,0.0011111111,0.044788435,0.1724138,0.90097314,lung,club cell,0.90097314,lung,club cell,-0.044788435,-0.90097314
FOLR1,SLC45A3,NOT,18,0.0,0.0,0.0014519426,0.04266844,0.1724138,0.90097314,lung,club cell,0.90097314,lung,club cell,-0.04266844,-0.90097314
FOLR1,CDH16,NOT,18,0.0,0.0,0.003477279,0.046113126,0.13856813,0.90269035,lung,club cell,0.90269035,lung,club cell,-0.046113126,-0.90269035
FOLR1,GRPR,NOT,18,0.0,0.0,0.003477279,0.046113126,0.1724138,0.90269035,lung,club cell,0.90269035,lung,club cell,-0.046113126,-0.90269035
TACSTD2,STEAP1,NOT,18,0.02258599400520325,0.09090909,0.10516397,0.42686594,0.57713246,0.9952233,eye,corneal epithelial cell,0.9952233,eye,corneal epithelial cell,-0.33595684,-0.90431416
CDH1,STEAP1,NOT,18,0.014590489864349366,0.064086825,0.07456488,0.20387468,0.3199234,0.96847385,eye,corneal epithelial cell,0.96847385,eye,corneal epithelial cell,-0.13978785,-0.904387
FOLR1,DLL3,NOT,18,0.0,0.0,0.003477279,0.04521946,0.1724138,0.90498,lung,club cell,0.90498,lung,club cell,-0.04521946,-0.90498
FOLR1,SLC34A1,NOT,18,0.0,0.0,0.003477279,0.046113126,0.1724138,0.90498,lung,club cell,0.90498,lung,club cell,-0.046113126,-0.90498
FOLR1,KLK2,NOT,18,0.0,0.0,0.0003408316,0.024982043,0.10344828,0.9055524,lung,club cell,0.9055524,lung,club cell,-0.024982043,-0.9055524
TMPRSS2,KLK3,NOT,18,0.0,0.003472209,0.00958491,0.15793206,0.34180135,0.90909094,colon,paneth cell of colon,0.90909094,colon,paneth cell of colon,-0.15445985,-0.9056187
CD46,TMPRSS2,NOT,18,0.00555553436279297,0.025080979,0.0423159,0.30640984,0.4078212,0.93157893,heart,endothelial cell of artery,0.93157893,heart,endothelial cell of artery,-0.28132886,-0.90649796
TMPRSS2,KLK2,NOT,18,0.0,0.0066530704,0.009372582,0.13784307,0.29792145,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,-0.13119,-0.9066417
FOLR1,KLK3,NOT,18,0.0,0.0,0.0003408316,0.03056753,0.13793103,0.9066972,lung,club cell,0.9066972,lung,club cell,-0.03056753,-0.9066972
MME,FOLH1,NOT,18,0.0,0.037626773,0.06267305,0.18578483,0.4909091,0.94503623,small intestine,enterocyte of epithelium proper of ileum,0.94503623,small intestine,enterocyte of epithelium proper of ileum,-0.14815806,-0.9074094
EPCAM,SLC45A3,NOT,18,0.02497951984405518,0.070207566,0.080577336,0.42608574,0.5576208,0.97869384,small intestine,enterocyte of epithelium proper of ileum,0.97869384,small intestine,enterocyte of epithelium proper of ileum,-0.35587817,-0.90848625
MSLN,EPCAM,NOT,18,0.0,0.0,0.0011140206,0.005543248,0.061157033,0.9102564,heart,mesothelial cell,0.9102564,heart,mesothelial cell,-0.005543248,-0.9102564
CD46,STEAP2,NOT,18,0.011132168769836427,0.02580753,0.029749738,0.3215909,0.42393166,0.93661976,exocrine gland,ionocyte,0.93661976,exocrine gland,ionocyte,-0.29578337,-0.91081226
CDH1,TMPRSS2,NOT,18,0.0,0.016168505,0.029142162,0.17998956,0.2558984,0.9271555,eye,corneal epithelial cell,0.9271555,eye,corneal epithelial cell,-0.16382106,-0.910987
STEAP4,TMPRSS2,NOT,18,0.0,0.014003128,0.025752077,0.05030164,0.17785844,0.9258979,heart,pericyte,0.9258979,heart,pericyte,-0.036298513,-0.9118948
ADAM9,STEAP2,NOT,18,0.0,0.015628815,0.012820651,0.12402822,0.19782212,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,-0.108399406,-0.9129426
CDH1,SLC45A3,NOT,18,0.019696980714797974,0.052022666,0.06364458,0.32423937,0.45496535,0.9660855,eye,corneal epithelial cell,0.9660855,eye,corneal epithelial cell,-0.2722167,-0.91406286
ADAM9,TMPRSS2,NOT,18,0.0,0.013166994,0.020581264,0.11989334,0.20689656,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,-0.10672635,-0.91540444
MSLN,TACSTD2,NOT,18,0.0,0.0,0.00085470086,0.0006983243,0.023931623,0.9166667,heart,mesothelial cell,0.9166667,heart,mesothelial cell,-0.0006983243,-0.9166667
MSLN,MME,NOT,18,0.0,0.0,0.003055573,0.024916045,0.16694215,0.9166667,heart,mesothelial cell,0.9166667,heart,mesothelial cell,-0.024916045,-0.9166667
MSLN,DLL3,NOT,18,0.0,0.0,0.004004767,0.032652337,0.2517321,0.9166667,heart,mesothelial cell,0.9166667,heart,mesothelial cell,-0.032652337,-0.9166667
PSCA,KLK2,NOT,18,0.0,0.0,0.0033308412,0.0708464,0.27933884,0.9200837,bladder organ,bladder urothelial cell,0.9200837,bladder organ,bladder urothelial cell,-0.0708464,-0.9200837
PSCA,KLK3,NOT,18,0.0,0.0,0.0037314727,0.07176187,0.27768594,0.92034066,bladder organ,bladder urothelial cell,0.92034066,bladder organ,bladder urothelial cell,-0.07176187,-0.92034066
MUC1,STEAP4,NOT,18,0.0,0.024593767,0.029966917,0.111477874,0.22765362,0.9475328,stomach,epithelial cell,0.9475328,stomach,epithelial cell,-0.08688411,-0.922939
MSLN,PSCA,NOT,18,0.0,0.0,0.0035117343,0.010000987,0.12009239,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.010000987,-0.9230769
MSLN,SLC45A3,NOT,18,0.0,0.0,0.0005186396,0.029670518,0.23325635,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.029670518,-0.9230769
MSLN,KLK3,NOT,18,0.0,0.0,0.00012860082,0.022029975,0.1709007,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.022029975,-0.9230769
MSLN,NECTIN4,NOT,18,0.0,0.0,0.003072707,0.01627375,0.10808558,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.01627375,-0.9230769
MSLN,CDH16,NOT,18,0.0,0.0,0.0044456846,0.032652337,0.2517321,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.032652337,-0.9230769
MSLN,KLK2,NOT,18,0.0,0.0,0.00012860082,0.022149213,0.17782912,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.022149213,-0.9230769
MSLN,SLC34A1,NOT,18,0.0,0.0,0.0044456846,0.032652337,0.2517321,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.032652337,-0.9230769
MSLN,CD70,NOT,18,0.0,0.0,0.0044456846,0.032652337,0.2517321,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.032652337,-0.9230769
MSLN,CEACAM5,NOT,18,0.0,0.0,0.0044456846,0.03094001,0.19168591,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.03094001,-0.9230769
MSLN,FOLR1,NOT,18,0.0,0.0,0.0044456846,0.021235187,0.17227007,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.021235187,-0.9230769
MSLN,GRPR,NOT,18,0.0,0.0,0.0044456846,0.032652337,0.2517321,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.032652337,-0.9230769
MSLN,FOLH1,NOT,18,0.0,0.0,0.0013218708,0.03243392,0.24711317,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.03243392,-0.9230769
MSLN,TMPRSS2,NOT,18,0.0,0.0,0.0005186396,0.01132133,0.12471132,0.9230769,heart,mesothelial cell,0.9230769,heart,mesothelial cell,-0.01132133,-0.9230769
TACSTD2,SLC45A3,NOT,18,0.030303043127059937,0.06653401,0.079454675,0.6154127,0.7676951,0.9928349,eye,corneal epithelial cell,0.9928349,eye,corneal epithelial cell,-0.54887867,-0.9263009
HPN,TACSTD2,NOT,18,0.012121218442916871,0.025289118,0.041083746,0.017940463,0.15111111,0.95184785,liver,hepatocyte,0.95184785,liver,hepatocyte,0.007348655,-0.92655873
HPN,EPCAM,NOT,18,0.0,0.019557834,0.032879848,0.020283721,0.115555555,0.94685733,liver,hepatocyte,0.94685733,liver,hepatocyte,-0.0007258877,-0.9272995
ADAM9,KLK3,NOT,18,0.0,0.0011764765,0.006076846,0.1210867,0.24942262,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,-0.119910225,-0.9273949
TACSTD2,TMPRSS2,NOT,18,0.005555576086044313,0.026257455,0.042006023,0.4037149,0.5818283,0.9539049,eye,corneal epithelial cell,0.9539049,eye,corneal epithelial cell,-0.37745744,-0.9276475
EPCAM,STEAP2,NOT,18,0.012752532958984375,0.026897818,0.030159013,0.2597733,0.39316243,0.95454544,colon,paneth cell of colon,0.95454544,colon,paneth cell of colon,-0.2328755,-0.9276476
ADAM9,KLK2,NOT,18,0.0,0.0,0.0034246081,0.13450837,0.23325634,0.9285714,pancreas,intermediate monocyte,0.9285714,pancreas,intermediate monocyte,-0.13450837,-0.9285714
EPCAM,TACSTD2,NOT,18,0.022792088985443118,0.06221792,0.064967826,0.073576614,0.17777777,0.99274355,small intestine,enterocyte of epithelium proper of ileum,0.99274355,small intestine,enterocyte of epithelium proper of ileum,-0.011358693,-0.93052566
CEACAM5,NECTIN4,NOT,18,0.0,0.0,0.0019234935,0.0009578544,0.012569833,0.9306358,large intestine,paneth cell of colon,0.9306358,large intestine,paneth cell of colon,-0.0009578544,-0.9306358
MUC1,STEAP1,NOT,18,0.0,0.02145003,0.022325266,0.09203991,0.24132231,0.9524754,lung,pulmonary alveolar type 2 cell,0.9524754,lung,pulmonary alveolar type 2 cell,-0.070589885,-0.9310254
CEACAM5,STEAP2,NOT,18,0.0,0.0,0.0011111111,0.0,0.025641028,0.9318182,colon,paneth cell of colon,0.9318182,colon,paneth cell of colon,0.0,-0.9318182
MME,STEAP4,NOT,18,0.0009020619094371799,0.03890671,0.06200919,0.1437634,0.42021278,0.9754516,small intestine,enterocyte of epithelium proper of ileum,0.9754516,small intestine,enterocyte of epithelium proper of ileum,-0.104856685,-0.9365449
MME,STEAP1,NOT,18,0.0,0.01913695,0.027429864,0.10754319,0.25,0.9592404,small intestine,enterocyte of epithelium proper of ileum,0.9592404,small intestine,enterocyte of epithelium proper of ileum,-0.08840624,-0.9401034
CDH1,STEAP2,NOT,18,0.0018041133880615239,0.020617247,0.021200763,0.19340108,0.24137932,0.966802,eye,corneal epithelial cell,0.966802,eye,corneal epithelial cell,-0.17278384,-0.94618475
STEAP4,STEAP1,NOT,18,0.02362540364265442,0.05321765,0.07350842,0.09443033,0.18330309,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.041212678,-0.94678235
CD46,KLK2,NOT,18,0.0,0.009680152,0.011035323,0.3066319,0.48429748,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,-0.29695174,-0.9503198
CD46,KLK3,NOT,18,0.0,0.0058442354,0.009616594,0.3239327,0.49090907,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,-0.31808847,-0.95415574
STEAP4,SLC45A3,NOT,18,0.0,0.045798033,0.05711019,0.15921848,0.3107438,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.11342044,-0.95420194
CEACAM5,SLC45A3,NOT,18,0.0,0.0,0.0030239194,0.004382512,0.060046185,0.9545455,colon,paneth cell of colon,0.9545455,colon,paneth cell of colon,-0.004382512,-0.9545455
HPN,KLK2,NOT,18,0.0,0.0,0.0035229954,0.022548188,0.08921933,0.9560292,liver,hepatocyte,0.9560292,liver,hepatocyte,-0.022548188,-0.9560292
HPN,KLK3,NOT,18,0.0,0.0,0.0024832254,0.022933094,0.085501865,0.9568384,liver,hepatocyte,0.9568384,liver,hepatocyte,-0.022933094,-0.9568384
MUC1,STEAP2,NOT,18,0.0,0.0,0.008112275,0.072057545,0.25785124,0.95721924,lung,pulmonary alveolar type 2 cell,0.95721924,lung,pulmonary alveolar type 2 cell,-0.072057545,-0.95721924
MUC1,FOLH1,NOT,18,0.0,0.026334032,0.053289566,0.16600966,0.4429752,0.98490596,lung,pulmonary alveolar type 2 cell,0.98490596,lung,pulmonary alveolar type 2 cell,-0.13967563,-0.9585719
MME,SLC45A3,NOT,18,0.0,0.0043561533,0.011120297,0.15855663,0.43085107,0.9678863,small intestine,enterocyte of epithelium proper of ileum,0.9678863,small intestine,enterocyte of epithelium proper of ileum,-0.15420046,-0.9635302
STEAP4,TACSTD2,NOT,18,0.01248975992202759,0.033060223,0.05172665,0.029499143,0.23555553,1.0,small intestine,pericyte,1.0,small intestine,pericyte,0.0035610795,-0.9669398
TACSTD2,STEAP2,NOT,18,0.002706170082092286,0.026334018,0.029959831,0.40226123,0.56376773,0.9933126,eye,corneal epithelial cell,0.9933126,eye,corneal epithelial cell,-0.3759272,-0.96697855
MUC1,SLC45A3,NOT,18,0.0,0.015850574,0.029330842,0.15123075,0.45289254,0.98456097,lung,pulmonary alveolar type 2 cell,0.98456097,lung,pulmonary alveolar type 2 cell,-0.13538018,-0.9687104
CDH1,KLK2,NOT,18,0.0,0.0,0.004679001,0.20562391,0.31570247,0.9694292,eye,corneal epithelial cell,0.9694292,eye,corneal epithelial cell,-0.20562391,-0.9694292
CDH1,KLK3,NOT,18,0.0,0.0,0.004486693,0.22017056,0.36489606,0.96990687,eye,corneal epithelial cell,0.96990687,eye,corneal epithelial cell,-0.22017056,-0.96990687
CEACAM5,CDH16,NOT,18,0.0,0.0,0.003626189,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,PSCA,NOT,18,0.0,0.0,0.0020435273,0.0,0.012569833,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,0.0,-0.97727275
CEACAM5,HPN,NOT,18,0.0,0.0,0.001372549,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,FOLR1,NOT,18,0.0,0.0,0.0025150778,0.0009578544,0.046189375,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.0009578544,-0.97727275
CEACAM5,STEAP4,NOT,18,0.0,0.0,0.0015826616,0.00090744114,0.013614892,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.00090744114,-0.97727275
CEACAM5,GRPR,NOT,18,0.0,0.0,0.003626189,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,MME,NOT,18,0.0,0.0,0.0020435273,0.002670183,0.053117782,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.002670183,-0.97727275
CEACAM5,TMEFF2,NOT,18,0.0,0.0,0.0034954697,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,DLL3,NOT,18,0.0,0.0,0.003626189,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,CD70,NOT,18,0.0,0.0,0.003626189,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,SLC34A1,NOT,18,0.0,0.0,0.003626189,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,KLK3,NOT,18,0.0,0.0,0.0006816632,0.0,0.036951497,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,0.0,-0.97727275
CEACAM5,FOLH1,NOT,18,0.0,0.0,0.002133606,0.004382512,0.064665124,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.004382512,-0.97727275
CEACAM5,KLK2,NOT,18,0.0,0.0,0.0007122507,0.0009578544,0.05080831,0.97727275,colon,paneth cell of colon,0.97727275,colon,paneth cell of colon,-0.0009578544,-0.97727275
MME,TACSTD2,NOT,18,0.0,0.004156731,0.010617774,0.030206874,0.109090924,0.9820905,small intestine,enterocyte of epithelium proper of ileum,0.9820905,small intestine,enterocyte of epithelium proper of ileum,-0.026050143,-0.97793376
MME,KLK3,NOT,18,0.0,0.0,0.00047155056,0.10319009,0.29211086,0.9813185,small intestine,enterocyte of epithelium proper of ileum,0.9813185,small intestine,enterocyte of epithelium proper of ileum,-0.10319009,-0.9813185
MME,KLK2,NOT,18,0.0,0.0,0.0020397769,0.10831641,0.30063966,0.9825536,small intestine,enterocyte of epithelium proper of ileum,0.9825536,small intestine,enterocyte of epithelium proper of ileum,-0.10831641,-0.9825536
STEAP4,STEAP2,NOT,18,0.0036082267761230477,0.01290378,0.015512483,0.062248193,0.18693285,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.049344413,-0.9870962
TACSTD2,KLK2,NOT,18,0.0,0.008255631,0.011238956,0.43282598,0.63684356,0.9961786,eye,corneal epithelial cell,0.9961786,eye,corneal epithelial cell,-0.42457035,-0.987923
MUC1,KLK3,NOT,18,0.0,0.0,0.006612536,0.08804468,0.3305785,0.988011,lung,pulmonary alveolar type 2 cell,0.988011,lung,pulmonary alveolar type 2 cell,-0.08804468,-0.988011
MUC1,KLK2,NOT,18,0.0,0.0,0.007126622,0.0796002,0.3338843,0.9881835,lung,pulmonary alveolar type 2 cell,0.9881835,lung,pulmonary alveolar type 2 cell,-0.0796002,-0.9881835
TACSTD2,KLK3,NOT,18,0.0,0.004629642,0.008929455,0.4142379,0.60627955,0.9966563,eye,corneal epithelial cell,0.9966563,eye,corneal epithelial cell,-0.40960824,-0.9920267
EPCAM,KLK2,NOT,18,0.0,0.005074829,0.011236261,0.2771682,0.47121534,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,-0.2720934,-0.99492514
EPCAM,KLK3,NOT,18,0.0,0.003917426,0.009637356,0.27738434,0.46268657,1.0,colon,paneth cell of colon,1.0,colon,paneth cell of colon,-0.2734669,-0.99608254
STEAP4,KLK2,NOT,18,0.0,0.0,0.0050845873,0.07331977,0.22975206,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.07331977,-1.0
STEAP4,KLK3,NOT,18,0.0,0.0,0.005458272,0.08587915,0.23411977,1.0,small intestine,pericyte,1.0,small intestine,pericyte,-0.08587915,-1.0
