lead_median_v3,lead_median_all,cohort1_median,ar_adeno_cov,neuroendocrine_cov,adpc_cov,mcrpc_cov,mal_benign_delta,delta_frac_positive,n_paired,n_studies,n_cells,n_malignant
0.14906832298136646,0.14786749482401657,0.69,0.36694465504169826,0.0003712411830219032,0.1795120800130693,0.046634736576758255,0.15286749482401657,0.8333333333333334,12,6,368831,56219
