pair,and_coverage_all,and_coverage_singlets,delta
FOLH1+PSCA,0.10447422212128095,0.10323596792668957,-0.0012382541945913789
FOLH1+STEAP1,0.6770833333333333,0.6872707263389581,0.010187393005624878
STEAP1+HPN,0.6418573515092503,0.6473492723492724,0.005491920840022146
